ID,Lat,Long,Altitude,Type,Name,Description,Category
364,41.73806666666667,-116.21626666666667,5600,L,PetanRanch,"75x7 DU e/w
",Public Airports
365,40.05786666666667,-115.50181666666667,6000,L,FortRubyRch,"40x6 DU e/w
",Public Airports
366,40.584916666666665,-115.2977,6100,L,LLamaRnch,"32x3 N/S D Llamas fence nrbyflds ok emgency
",Public Airports
367,38.84988333333333,-115.6348,5100,L,Duckwater,"7x25ne/sw 9x320n/s D Good no windso
",Public Airports
368,36.25221666666667,-113.96551666666667,1500,L,Tassi,"14x6 e/w DU
",Public Airports
369,36.089333333333336,-114.04671666666667,3000,L,PearceFerry,"29x10 n/s DU  ok?
",Public Airports
370,36.51861666666667,-113.8696,3200,L,Unindentified,"38x9 n/s DU Emgency Remote
",Public Airports
371,38.37905,-116.54008333333333,6330,L,6BDirtRd,"n/s D 65xlong okemergency
",Public Airports
372,37.491,-112.63883333333334,8150,L,StrawberryValley,"42x5 n/s DU ok?
",Public Airports
373,37.705983333333336,-113.6408,5180,L,BerylJunction,"49x7 n/s GU ok?
",Public Airports
374,37.97366666666667,-113.45516666666667,5100,L,SunValley,"40x5 n/s DU ok?
",Public Airports
375,37.33883333333333,-112.22083333333333,6400,L,DeerSprings,"46x5 n/s DU
",Public Airports
376,37.635,-113.24133333333333,5600,L,Citabriair,"35x4 n/s DU emgency
",Public Airports
377,38.05843333333333,-117.62148333333333,4700,L,McLeansDrylk,"lakebed U emgncy
",Public Airports
378,38.872566666666664,-116.70105,6900,L,MorganRnch,"23x9 n/s e/w DU emgcy
",Public Airports
379,35.296283333333335,-114.37366666666667,3700,L,WillowSprngs,"26x5 n/s As U
",Public Airports
380,38.923633333333335,-117.61075,6500,L,IoneNorth,"longx60 n/s D ok
",Public Airports
381,38.7157,-117.71018333333333,5830,L,IoneSouth,"10x5 D n/s ok
",Public Airports
382,38.559783333333336,-117.65796666666667,5560,L,E Old89Rd,"20x55 e/w D pwrlns so cattle ok
",Public Airports
383,38.65735,-117.8364,5760,L,W Old89Rd,"30x6 e/w D pwlines so slp e some ok
",Public Airports
384,34.733066666666666,-116.99218333333333,3000,L,CandelberryRd,"10x60 SE/NW D bermbothsides thrash RV veh
",Public Airports
386,34.63235,-116.8287,3900,L,TriangleDryLk,"longxwide good
",Public Airports
387,34.57783333333333,-116.95578333333333,3000,TL,Nelson,"5X15 D E/W windsock ok
",Public Airports
388,36.47275,-118.11513333333333,9150,T,"WaltsPoint
",,Public Airports
389,39.03845,-114.82905,6820,L,WillowSprings,"5x26 D fence ends ok
",Public Airports
390,40.00483333333333,-117.3885,4940,L,Swanson," U
",Public Airports
391,41.549033333333334,-117.83103333333334,4220,L,PineDuster," U
",Public Airports
392,39.53431666666667,-117.74811666666666,5200,L,Hudson,"1x47 D/Gr N/S radarant s end rnwy
",Public Airports
394,36.27158333333333,-115.69546666666666,11900,T,MtCharlston,"
",Public Airports
395,36.68075,-115.09298333333334,9000,TL,B7,"
",Public Airports
396,34.763933333333334,-118.03078333333333,2240,L,AveE5501,"n/s wires both ends D ok
",Public Airports
397,36.816516666666665,-114.93315,2400,L,CoyoteSprings,"P D rd NW/SE 5x30 emergency
",Public Airports
398,37.3578,-115.191,3700,A,Alamo,"D 15x500 NW/SE no wind ok
",Public Airports
399,37.59831666666667,-114.856,3860,L,Caliente,"D 15x600 NE/SW overgrown emergency
",Public Airports
400,37.32038333333333,-114.94836666666667,4500,L,DelemarDrylake,"longxwide ok,
",Public Airports
401,38.378233333333334,-114.56708333333333,6000,L,PonySprings,"farmfiels emergency only
",Public Airports
402,38.664183333333334,-114.63211666666666,6000,A,GeyserRanch," N/S 6x3000 D wndsock emergency
",Public Airports
403,38.904133333333334,-114.38965,6000,A,Kirkeby,"lowbrush N/S 8x10 D nearby farms maybe better emergency
",Public Airports
404,38.923116666666665,-115.0607,5670,L,895Fields,"farmfields pwrlins fence emergency
",Public Airports
405,38.7194,-115.08383333333333,5400,L,GibbsonFields,"farmfields lvstock fence wires emergency
",Public Airports
406,38.41863333333333,-115.06538333333333,5200,L,SunnysideRd,"6x15 D E/W rdsection pwrlns berm ok 
",Public Airports
407,37.94105,-114.97843333333333,4800,L,318Meadow,"meadow tall grass soft emergency
",Public Airports
408,36.79575,-114.89626666666666,2200,L,CoyoteEast,"E/W 7x200D nside hwy emergency only
",Public Airports
409,37.61275,-114.51533333333333,4400,L,CalienteRR,"E/W 10x300D wires emergency only
",Public Airports
410,38.96848333333333,-114.03498333333333,5200,L,Garrison,"N/S 15x300D U
",Public Airports
411,35.48886666666667,-117.95623333333333,3140,L,Hedi's," NE/SW D 6x80 emergency
",Public Airports
412,38.208216666666665,-117.36553333333333,4860,L,TwrPolelineRd,"E/W 6xlong pvd good
",Public Airports
413,38.240966666666665,-117.38716666666667,4870,L,PoleDryLk,"NE/SW 60x14 good 
",Public Airports
414,38.29983333333333,-117.36501666666666,4940,L,LibertyMineRd,"NE/SW 6xlong Pvd rd good
",Public Airports
415,38.456516666666666,-117.36888333333333,5330,L,Peavine1,"NW/SE 55xlong Drd good
",Public Airports
416,38.488483333333335,-117.2875,5510,L,Peavine2,"NE/SW 8xlong Drd good
",Public Airports
417,38.54391666666667,-117.23488333333333,5700,L,Peavine3,"E/W 75xlong Drd slopestoE good
",Public Airports
418,38.49418333333333,-116.94723333333333,6400,L,MonitorX,"NE/SW 6x10sec paveRd ok
",Public Airports
419,38.62493333333333,-116.81913333333334,7050,L,BelmontNorth,"NE/SW 65xlong DRd good
",Public Airports
420,38.77413333333333,-116.7675,6800,L,Belmont3,"NW/SE 75xlong Drd good
",Public Airports
421,39.47456666666667,-116.53896666666667,6360,L,Belmont1,"N/S 65x100 Drd fencewside ok
",Public Airports
422,39.975033333333336,-116.17238333333333,6000,L,278Pasture,"N/S LXW stream few ruts emgncy only
",Public Airports
423,40.07856666666667,-116.2116,5700,L,TonkinSprings," E/W Drd65X300 pwrlnsEandWside ok
",Public Airports
424,40.40603333333333,-116.11588333333333,5150,L,278Fields,"farmfields emergency only
",Public Airports
425,40.68548333333333,-116.1331,4900,L,CarlinField,"25x180N/S G pwrlinN/W emergency only
",Public Airports
426,40.71575,-117.70776666666667,4500,L,GreenPasture,"SW/NE2x20 D rd throgh pasture ok
",Public Airports
427,40.552283333333335,-117.62333333333333,4700,L,GrassValleyRd,"SE/NW65X200 Drd good
",Public Airports
428,40.32645,-117.63628333333334,4600,L,GolcondaRnch,"N/S E/W X65xlong post atX Good
",Public Airports
430,40.244483333333335,-118.39913333333334,4040,L,LovelockNo,"N/S 7x28 D U
",Public Airports
431,37.78666666666667,-119.00135,7900,L,BaldMnt,"NW/SE wide open field gravel
",Public Airports
432,34.37226666666667,-117.8058,8300,T,"MtLewis
",,Public Airports
433,34.35856666666667,-117.76471666666667,9400,T,"BadenPowel
",,Public Airports
434,34.371233333333336,-117.85805,8082,T,"MtWilliamson
",,Public Airports
435,34.4061,-117.79398333333333,6150,T,"Chimney
",,Public Airports
436,34.41395,-117.81413333333333,5400,T,"TonysCorner
",,Public Airports
437,34.377383333333334,-117.62266666666666,5800,T,"NoWrightwood
",,Public Airports
438,35.43613333333333,-115.92445,4450,T,"McrwTwr
",,Public Airports
439,37.83695,-118.49495,5400,L,BentonFields," fence N end emergency
",Public Airports
440,37.86845,-118.49476666666666,5480,L,FoothillRd,"D N/S 60x400 berm emergency ok
",Public Airports
441,38.37956666666667,-118.94016666666667,6000,L,9MileRanch,"N/S 9x150 G slopes to the N some Ok
",Public Airports
442,38.31701666666667,-118.53433333333334,5600,L,WhiskeyFlatR,"open farm fields emergency
",Public Airports
443,38.361466666666665,-118.2572,5600,L,GarfieldDrylk,"fenced in mltr lnd south or west edge
",Public Airports
444,38.37583333333333,-118.1953,5500,L,GarfieldRd,"E/w D rd 6x200 slopes E low berm
",Public Airports
445,37.940416666666664,-118.35433333333333,6360,L,NicolsRanch,"farm filed s of Ranch fence all around
",Public Airports
446,36.262883333333335,-117.98876666666666,3700,L,TomsFallow," 30X80 N/S field emergency
",Public Airports
447,36.734833333333334,-117.9859,10800,T,"MtInyo
",,Public Airports
448,33.660716666666666,-114.24958333333333,940,L,Quartzsite," 90x170 n/s GR windsock good
",Public Airports
449,34.909816666666664,-112.52803333333334,4429,A,BigSprings,"9x450 e/w G L slop both e some good
",Public Airports
450,35.67423333333333,-114.10838333333334,2760,L,Red Lake," longxwide U
",Public Airports
451,35.1545,-114.23605,2532,L,Colorado Rd," 65x130 n/s D U
",Public Airports
452,33.698933333333336,-115.63695,1333,A,JulianHinds,"7x200A e/sw wndso good but locked 
",Public Airports
453,39.295316666666665,-117.9934,4680,L,BenchCreek Ranch,"220x100 pasture live stock
",Public Airports
454,33.57321666666667,-114.89683333333333,420,L,Chuckawalla,"EMERG n/s 90w paved rd pwrliE fenceW sign S end
",Public Airports
455,33.59315,-114.60563333333333,262,AL,CyrAviation,"n/s 5x240A lights good
",Public Airports
456,33.67945,-113.94278333333334,1348,L,Brenda,"9x10 n/s D pwrl wend trees Eend gated ok
",Public Airports
457,33.66226666666667,-113.76631666666667,1175,L,Vicksburg,"15x1500 n/sD levee pwrl Nend emergency
",Public Airports
458,35.77878333333334,-114.12586666666667,2840,L,Antares1,"n/s Drd 65xlong pwrl Nend ok
",Public Airports
459,35.65873333333333,-113.9505,2870,L,Antares4,"n/s Drd 65xlong ok
",Public Airports
460,35.495,-113.83736666666667,3100,L,Antares5,"n/s Drd 65xlong ok
",Public Airports
461,35.21665,-112.4195,5370,L,AshFoInt,"ne/sw 10x120Gslope bo end n/s6x10D slopSo Good wndsoc
",Public Airports
462,34.7365,-112.4494,4766,AL,RobinAP,"n/s 5x160D L pwrl N end wndso locked ok
",Public Airports
463,33.08525,-112.16158333333334,1272,AL,Estrella," e/w 7x250A wndso good
",Public Airports
464,33.112233333333336,-112.66271666666667,767,AL,Lakeside,"n/s 65x270A good
",Public Airports
465,33.53061666666667,-112.95793333333333,1228,L,Tonopah," nw/se 75x300D good
",Public Airports
466,33.56583333333333,-113.35073333333334,1360,L,Ave75,"10x10 pasture so of hwy10 phonlns emergency
",Public Airports
467,33.53615,-113.16236666666667,1222,L,SalomeRd,"n/s 7x200D levee pwrl e/n side emergency
",Public Airports
468,33.39561666666667,-113.22305,1207,AL,Eagletail,"e/w 10x380D L windso good
",Public Airports
469,33.608916666666666,-114.98271666666666,1260,L,FordSpot," 10x10D soft emrgency
",Public Airports
470,35.1734,-113.79665,4300,L,DallyField," 40x90 n/s low brush emergency
",Public Airports
471,33.847633333333334,-115.46038333333334,1100,AL,EagleMntn,"10x300A n/s slope to so windso good
",Public Airports
472,33.6818,-115.24555,700,L,Chuck1,"6x10A e/w endroad ok
",Public Airports
473,33.606,-115.00215,380,L,Chuck2,"7xlong e/w road section nsidepwln ok
",Public Airports
474,33.580733333333335,-113.59703333333333,1350,L,Hovetter,"old airport overgrown pick clearing emergency
",Public Airports
475,33.69245,-113.47428333333333,1580,L,SalomeFields,"15x15 fields OK
",Public Airports
476,33.62145,-113.76906666666666,1220,L,Tomahawk,"10x15n/s G field sotruckstop ok
",Public Airports
477,33.580616666666664,-113.3524,1380,L,75thEastFields,"20x20 fieldsboth sidesofRD pwrln noend ok
",Public Airports
478,33.2492,-112.81188333333333,820,L,GilaCompressor," U Emergency
",Public Airports
479,33.32321666666667,-112.75568333333334,850,L,Arlington," U Emergency
",Public Airports
489,34.43436666666667,-116.77086666666666,3060,L,PigLake,"G 30x220e/w Rough OkEMERGENCY
",Public Airports
490,34.56143333333333,-117.6012,3070,L,BrickleyField," D E/W 10x300 gldr fld good
",Public Airports
491,38.1666,-116.67843333333333,5900,L,StoneCabinRd,"D ne/sw 6xlong slps to N some ok
",Public Airports
492,38.15611666666667,-116.62625,5650,L,5DirtRoad,"D 65xlong ne/sw ok
",Public Airports
493,38.14208333333333,-116.58223333333333,5635,L,7DirtRoad," D 7xlong n/s good
",Public Airports
494,38.25175,-116.58536666666667,5765,L,6DirtRoad," D 6xlong n/s slopeto N some ok
",Public Airports
495,38.48141666666667,-116.19661666666667,5730,L,1HotCreekRd,"D 60xLong nw/se ok
",Public Airports
496,38.48265,-116.20838333333333,5670,L,2HotCreekRd," D e/w 55xlong narrow but ok
",Public Airports
497,38.55245,-115.69203333333333,4718,L,11DryLake,"softsurface lnd near rd longxwide Emergency
",Public Airports
498,38.63021666666667,-115.60015,4775,L,1RailroadValleyRd,"D 6xlong nw/se lowberm ok
",Public Airports
499,39.6762,-114.77868333333333,5900,L,Farm1,"farmfields pick spot fence OkEmergency
",Public Airports
500,39.79593333333333,-114.73608333333334,6130,L,WhitePineRd,"D 6x200 E/W slp to W some ok
",Public Airports
501,39.886466666666664,-114.75516666666667,5920,L,CherryCreek,"G 65x700 widespt n/s pwrlns S end ok
",Public Airports
502,40.09095,-114.62433333333334,5900,L,Field16," Farmfields bothsideHwy pick spot okemergency
",Public Airports
503,40.8937,-114.9676,5650,L,TwoStarFrm," D e/w rnwylooksovergrown pckspotnrbyflds wires okemergency
",Public Airports
504,40.67576666666667,-115.1314,6090,L,NRubyVallyRd," D nw/se 6xlong ok
",Public Airports
505,40.66043333333333,-115.16085,6040,L,RubyCircles," Farmfields pckspot emergencyOk
",Public Airports
505,40.300016666666664,-115.4142,6000,L,RubyWashRd,"D e/w rd 6x300 U looksOkEmergency
",Public Airports
506,40.7728,-115.18635,6280,L,RubyFields," Farmfields pckSpot emergency
",Public Airports
507,38.212633333333336,-116.60806666666667,5730,L,6A DirtRd,"D 6xlong n/s ok
",Public Airports
508,40.80511666666666,-115.00608333333334,5600,L,93Pastures," open pasture livestck okEmrgency
",Public Airports
509,40.25521666666667,-114.7323,5880,L,Currie," ne/sw DroadThroughFld 1x150 okEmergency
",Public Airports
510,39.33968333333333,-115.91106666666667,6050,L,379DirtRd," nw/se 8x200Drd U looksokEmergency
",Public Airports
511,39.8593,-115.73401666666666,6000,L,StraberryFlds," farmFields U emergency
",Public Airports
512,35.1521,-115.18926666666667,4110,L,CampCalifornia,"E/W50x16D slope to E some emergency
",Public Airports
513,34.88923333333334,-115.09451666666666,4060,L,Goff2,"900x75G N/S wires w side emergency
",Public Airports
514,34.87335,-117.12668333333333,2246,L,Doghouse,"400x170pasture middle best ok
",Public Airports
515,34.84631666666667,-117.19923333333334,2245,L,Hinkley1,"150x60pasture slps some to east ok
",Public Airports
516,34.8643,-117.1833,2200,L,Hinkley2,"180x21pasture phonelines middle best ok
",Public Airports
517,35.56308333333333,-117.91711666666667,3089,L,RobRst,"N/S 100x7D temporary emrgncy
",Public Airports
